OBJECTID,state,managing_agency,rights_type,state_enabling_act,,county,trust_name,activity,activity_info,township,range,section,aliquot,acres,gis_acres
191257,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,18,NE SESESESESENW S2 LY SELY FROM C/L OF STATE HIGHWAY 87,327.290000000000020,321.896
191258,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,24,NE SENW S2 LY SELY FROM C/L OF STATE HIGHWAY 87,408.370000000000005,412.394
191259,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,20,ALL,640.000000000000000,641.321
191260,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,20,ALL,640.000000000000000,640.677
191261,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,22,ALL,640.000000000000000,639.334
191262,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,22,ALL,640.000000000000000,640.624
191263,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,24,ALL,640.000000000000000,636.986
191264,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,20,ALL,640.000000000000000,638.842
191268,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,28,W2NW SENW SW W2SE AND NE NENW E2SE LY N W OF CLEAR CREEK CANYON W OF COUNTY LINE IN E2NENE,473.209999999999980,493.824
191269,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,28,ALL,640.000000000000000,640.602
191270,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,30,LOTS 1 THRU 4 E2 E2W2 EX 1.00AC TV TOWER SITE LY IN E2E2NESW,641.919999999999959,642.821
191271,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,26,NE SENW S2 LY SELY FROM C/L OF STATE HIGHWAY 87,386.389999999999986,416.252
191272,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,30,LOTS 1 THRU 4 E2W2 E2,642.559999999999945,641.318
191273,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,26,ALL,640.000000000000000,640.749
191274,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,28,ALL,640.000000000000000,639.037
191280,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,4,W2E2E2 W2E2 W2 AND E2E2E2 LY W OF COUNTY LINE,594.460000000000036,594.542
191282,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,6,LOTS 1 THRU 4 E2W2 E2,640.360000000000014,639.803
191283,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,6,LOTS 1 THRU 4 E2W2 E2,640.399999999999977,642.633
191286,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,8,ALL,640.000000000000000,627.152
191288,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,18,LOT 1,49.500000000000000,49.041
191292,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,20,ALL,640.000000000000000,636.993
191293,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Ohaco Cattle Company,16N,14E,24,ALL,640.000000000000000,641.831
191295,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,30,LOTS 1 THRU 4 E2W2 E2,679.639999999999986,676.559
191296,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,28,ALL,640.000000000000000,645.446
191299,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,4,LOTS 1 THRU 20 S2,1112.079999999999927,1099.981
191300,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,6,LOTS 1 THRU 15 18 THRU 22 NESW NWSESW N2NWNWSE LY NWLY OF CLEAR CREEK CANYON,672.100000000000023,677.068
191303,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,15N,15E,8,ALL,640.000000000000000,641.533
191309,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,15N,15E,10,W2W2W2W2 LY W OF COUNTY LINE,31.649999999999999,32.003
191310,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,11E,4,LOTS 1 THRU 4 7 8 AND LOTS 5 6 9 10 11 N2NENESE LY N OF CONDEMNATION 95-98643,373.230000000000018,380.146
191315,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,34,W2W2W2W2 LY W OF COUNTY LINE,28.270000000000000,28.421
191316,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,22,W2W2W2W2 LY W OF COUNTY LINE,25.410000000000000,27.589
191317,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,10,W2W2W2W2 LY W OF COUNTY LINE,26.399999999999999,35.216
191319,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,6,LOTS 14 15 18 19 22 E2SW W2SE LY SELY OF CLEAR CREEK CANYON,274.199999999999989,236.538
191322,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,14E,12,M&B IN W2 N OF THE MIDDLE OF THE WATERCOURSE OF CLEAR CREEK CANYON,162.699999999999989,163.938
191328,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,26,N2 SW LY NWLY FROM C/L OF STATE HIGHWAY 87,253.610000000000014,222.907
191329,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,24,N2NE NWSWNE NW NWNESW NWSW NWSWSW LY NWLY FROM C/L OF STATE HIGHWAY 87,231.629999999999995,227.818
191330,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,18,N2 N2SW SWSW LY NWLY FROM C/L OF STATE HIGHWAY 87,314.230000000000018,319.352
191331,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,8,SENE SE SESENESW SESW SESWSW LY SELY FROM C/L OF STATE HIGHWAY 87,180.960000000000008,179.508
191332,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,4,NESE S2SE LY SELY FROM C/L OF STATE HIGHWAY 87,65.280000000000001,64.432
191334,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,34,SESE LY SELY FROM C/L OF STATE HIGHWAY 87,9.600000000000000,7.66
192145,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,11E,10,ALL EX CONDEMNATION 95-98643 LY IN NENENENE,639.919999999999959,638.605
192146,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,11E,12,NE N2NW AND S2NW NESW SE LY N OF CONDEMNATION 95-98643,414.660000000000025,405.249
192147,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,11E,12,SWSW AND SWSWNW N2SW SE LY S OF CONDEMNATION 95-98643,149.330000000000013,158.933
192188,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,SCHOOL OF MINES,Grazing Lease,"layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Bar T Bar Ranch, Inc.",16N,12E,12,N OF JACKS CANYON,559.559999999999945,580.745
192190,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,SCHOOL OF MINES,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,12E,12,SESW SE LY SELY OF JACKS CANYON,80.439999999999998,59.907
192191,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,SCHOOL OF MINES,Grazing Lease,"layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Bar T Bar Ranch, Inc.",16N,12E,14,ALL,640.000000000000000,638.257
192232,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,UNIVERSITY,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,12E,28,ALL,640.000000000000000,641.361
192318,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,COUNTY BOND,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,13E,8,LY E FROM C/L OF STATE HIGHWAY 87,331.819999999999993,354.288
192319,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,COUNTY BOND,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,13E,10,ALL,640.000000000000000,650.161
192320,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,COUNTY BOND,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,13E,12,ALL,640.000000000000000,637.044
192321,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,COUNTY BOND,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,13E,14,ALL,640.000000000000000,653.337
192322,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,COUNTY BOND,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,13E,22,ALL,640.000000000000000,651.154
192324,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,COUNTY BOND,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,13E,4,LOTS 1 7 THRU 11 14 15 16 S2 LY E FROM C/L OF STATE HIGHWAY 87,568.360000000000014,549.65
192326,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,COUNTY BOND,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,15N,15E,4,S2,320.000000000000000,318.753
197822,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,16E,36,ALL,640.000000000000000,667.613
197823,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,17E,32,ALL,640.000000000000000,644.518
197824,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,16E,32,ALL,640.000000000000000,647.837
197830,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,17E,16,ALL,640.000000000000000,646.69
197849,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,16E,32,ALL,640.000000000000000,639.415
197850,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,36,LOTS 1 THRU 4 N2S2 N2,598.240000000000009,599.104
197857,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,16E,16,ALL,640.000000000000000,640.068
197858,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,15E,36,LOTS 2 3 4 SESESWNE S2NW SW W2SE LY SLY OF CLEAR CREEK CANYON,320.000000000000000,324.043
197863,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,16E,2,LOTS 1 THRU 4 S2N2 S2,599.440000000000055,600.344
197881,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,36,ALL,640.000000000000000,641.414
197887,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,2,LOTS 1 THRU 20 S2,1111.559999999999945,1107.035
197921,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,15N,15E,2,LOTS 1 THRU 4 S2N2 S2,641.399999999999977,642.443
197958,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,16E,32,M&B IN W2NE W2 W OF THE MIDDLE OF THE WATERCOURSE OF CHEVELON CANYON,291.100000000000023,302.109
197960,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,16,E2E2E2 LY E OF COUNTY LINE,43.640000000000001,45.358
197961,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,2,E2 NENW S2SW LY SELY OF CLEAR CREEK CANYON,250.000000000000000,257.672
197962,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Jake Reed Shumway and Natalie Ruth Shumway,18N,15E,36,N W CLEAR CREEK CYN,319.199999999999989,315.52
198156,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Jaymes and Kelly Holcomb,18N,17E,4,LOTS 1 THRU 4 S2N2 S2,638.940000000000055,646.549
198157,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Jaymes and Kelly Holcomb,18N,17E,6,LOTS 1 THRU 7 SENW S2NE E2SW SE,632.679999999999950,644.63
198162,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,17E,8,S2SE SW N2N2 S2NW NWSE,520.000000000000000,532.788
198168,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,16E,34,ALL,640.000000000000000,641.302
198171,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,17E,18,LOTS 1 THRU 4 E2W2 E2,634.679999999999950,647.566
198174,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,17E,22,ALL,640.000000000000000,660.339
198175,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,16E,24,ALL,640.000000000000000,629.97
198176,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,17E,20,ALL,640.000000000000000,623.747
198177,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,16E,22,ALL,640.000000000000000,643.566
198182,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,17E,28,ALL,640.000000000000000,662.673
198183,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,16E,28,ALL,640.000000000000000,655.517
198184,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,16E,26,ALL,640.000000000000000,628.738
198190,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,17E,8,ALL,640.000000000000000,628.349
198191,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,16E,12,LOTS 1 THRU 4 W2E2 W2,673.759999999999991,673.815
198192,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,16E,10,ALL,640.000000000000000,639.213
198193,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,16E,8,ALL,640.000000000000000,640.046
198194,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,12,ALL,640.000000000000000,641.521
198195,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,10,W2 N2NE W2SWNE W2SE LY NWLY OF CLEAR CREEK CANYON,320.000000000000000,401.545
198197,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,16E,34,W2 NW2E2,480.000000000000000,479.069
198198,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,34,LOTS 1 THRU  4 N2S2 N2,594.200000000000045,594.58
198199,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,17E,18,LOTS 1 THRU 4 E2W2 E2,643.840000000000032,652.398
198200,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,16E,14,ALL,640.000000000000000,640.794
198201,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,16E,18,ALL,640.000000000000000,640.881
