OBJECTID,state,managing_agency,state_enabling_act,rights_type,county,township,range,section,aliquot,trust_name,activity,activity_info_2,net_acres,lease_status,LESSEE,gis_acres
133159,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,90,12,SE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.732
133164,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,91,17,NW4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: Multiple Lessees,80.000000000000000,AC,Multiple Lessees,160.234
133165,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,93,21,MISSOURI RIVER IN NW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,141.860000000000014,PR,MARATHON OIL COMPANY,141.88
133166,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,93,7,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: RLD EXPLORATION LLC,0.2,PR,RLD EXPLORATION LLC,0.197
133167,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,147,89,8,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,,,159.379999999999995,,N/A,159.387
133168,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,147,90,8,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,,,55.219999999999999,,N/A,55.224
133169,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,147,89,9,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,,,86.709999999999994,,N/A,86.711
133170,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,147,90,9,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,,,55.539999999999999,,N/A,55.541
133171,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,148,91,9,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: Multiple Lessees,48.740000000000002,AC,Multiple Lessees,48.742
133172,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,147,90,10,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,,,10.060000000000000,,N/A,10.061
133173,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,148,91,10,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: Multiple Lessees,17.840000000000000,AC,Multiple Lessees,17.844
133178,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,88,36,NW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",161.039
133192,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,88,36,NE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",161.173
133212,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,21,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.025
133224,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,90,28,NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,160.504
133225,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,150,92,28,N2SE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: OASIS PETROLEUM NORTH AMERICA LLC,40.000000000000000,PR,OASIS PETROLEUM NORTH AMERICA LLC,79.001
133226,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,25,SE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",161.731
133249,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,89,20,NW4,COMMON SCHOOLS,,,80.000000000000000,,N/A,159.872
133250,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,87,16,"LOTS 3,4",COMMON SCHOOLS,,,27.449999999999999,,N/A,58.575
133251,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,89,20,NE4,COMMON SCHOOLS,,,80.000000000000000,,N/A,160.281
133253,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,89,21,NW4,COMMON SCHOOLS,,,80.000000000000000,,N/A,159.788
133254,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,89,21,NE4,COMMON SCHOOLS,,,80.000000000000000,,N/A,159.514
133262,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,146,91,11,S2SW4,BANK OFÊNORTHÊDAKOTA,,,40.000000000000000,,N/A,79.789
133267,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,WARD,151,87,9,"NW4NW4, LOTS 5,6",COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",29.859999999999999,AC,"THE TRIPLE T, INC.",62.627
133271,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,91,17,NE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: Multiple Lessees,80.000000000000000,AC,Multiple Lessees,160.569
133274,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,93,16,SE4,ND INDUSTRIAL SCHOOL,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,80.000000000000000,PR,MARATHON OIL COMPANY,159.704
133293,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,90,13,NW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.013
133305,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,90,36,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: ADVANTA RESOURCES LLC,8.000000000000000,AC,ADVANTA RESOURCES LLC,160.127
133307,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,150,92,6,S2NE4,UNIVERSITY OF ND,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,40.000000000000000,PR,Multiple Lessees,80.046
133318,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,150,93,3,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,80.000000000000000,PR,MARATHON OIL COMPANY,159.995
133321,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,89,34,SE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.644
133328,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,150,93,2,SE4,UNIVERSITY OF ND,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,80.000000000000000,PR,MARATHON OIL COMPANY,159.635
133334,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,150,93,1,SW4,ND SCHOOL OF SCIENCE,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,80.000000000000000,PR,MARATHON OIL COMPANY,159.997
133340,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,150,92,26,W2SW4,ND INDUSTRIAL SCHOOL,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: OASIS PETROLEUM NORTH AMERICA LLC,80.000000000000000,PR,OASIS PETROLEUM NORTH AMERICA LLC,79.609
133342,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,24,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.854
133348,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,24,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.445
133354,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,87,19,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",161.688
133367,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,87,21,"W2SW4, LOTS 7,8",COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",51.070000000000000,AC,"THE TRIPLE T, INC.",108.943
133374,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,146,91,11,S2SE4,BANK OFÊNORTHÊDAKOTA,,,40.000000000000000,,N/A,79.966
133379,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,93,18,MISSOURI RIVER IN NW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,10.369999999999999,PR,MARATHON OIL COMPANY,10.375
133381,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,WARD,152,87,16,"W2NW4, LOTS 1,2,5,6",COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",74.019999999999996,AC,"THE TRIPLE T, INC.",154.123
133386,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,89,17,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",158.75
133388,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,89,16,SW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",158.95
133409,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,90,13,NE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.179
133417,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,91,17,SW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.26
133421,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,91,17,SE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.596
133426,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,89,16,NW4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: ADVANTA RESOURCES LLC,80.000000000000000,AC,ADVANTA RESOURCES LLC,160.085
133429,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,89,16,NE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.632
133430,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,148,91,3,MISSOURI RIVER IN NE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: Multiple Lessees,91.099999999999994,AC,Multiple Lessees,91.111
133431,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,149,92,3,MISSOURI RIVER IN NE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: OASIS PETROLEUM NORTH AMERICA LLC,144.659999999999997,PR,OASIS PETROLEUM NORTH AMERICA LLC,144.671
133433,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,146,88,4,MISSOURI RIVER IN NE4,SOVEREIGNÊLANDS,,,90.040000000000006,,N/A,90.042
133443,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,89,36,SW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",161.701
133450,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,5,"S2NW4, LOTS 3,4",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",8.000000000000000,AC,"THE TRIPLE T, INC.",161.033
133451,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,WARD,151,87,33,"W2SW4, LOTS 9,10",COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",50.560000000000002,AC,"THE TRIPLE T, INC.",108.273
133459,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,150,93,10,NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,80.000000000000000,PR,MARATHON OIL COMPANY,159.336
133460,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,150,93,10,NE4,ND INDUSTRIAL SCHOOL,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,80.000000000000000,PR,MARATHON OIL COMPANY,159.5
133468,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,147,88,29,MISSOURI RIVER IN NW4,SOVEREIGNÊLANDS,,,123.170000000000002,,N/A,118.114
133489,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,87,18,NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.093
133491,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,87,18,NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.618
133496,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,150,92,19,SE4NE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,40.000000000000000,PR,Multiple Lessees,40.573
133497,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,18,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.855
133500,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,17,SW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.786
133502,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,87,16,"W2NW4, LOTS 1,2,5,6",COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",77.420000000000002,AC,"THE TRIPLE T, INC.",157.717
133504,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,17,SE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.32
133507,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,16,SW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.31
133510,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,16,SE4 LESS SCHOOL SITE,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",77.500000000000000,AC,"THE TRIPLE T, INC.",159.005
133527,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,91,34,NW4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,160.857
133531,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,91,34,NE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,70.000000000000000,PR,Multiple Lessees,160.966
133533,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,93,35,SE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,161.457
133538,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,91,36,NW4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,162.575
133540,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,91,36,NE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,161.706
133592,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,150,92,7,E2NW4,ND SCHOOL OF SCIENCE,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARSHALL & WINSTON INC,40.000000000000000,PR,MARSHALL & WINSTON INC,79.957
133597,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,6,"S2NE4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.159999999999997,AC,"THE TRIPLE T, INC.",160.279
133600,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,5,"S2NE4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",8.010000000000000,AC,"THE TRIPLE T, INC.",160.45
133625,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,92,17,NE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: SLAWSON EXPLORATION COMPANY INC,80.000000000000000,PR,SLAWSON EXPLORATION COMPANY INC,159.378
133634,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,91,9,S2SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: WHITING OIL AND GAS CORPORATION,40.000000000000000,PR,WHITING OIL AND GAS CORPORATION,82.42
133645,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,90,11,"S2SW4, LOTS 5,6",COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,69.450000000000003,PR,Multiple Lessees,162.74
133651,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,90,11,LOT 7,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,14.690000000000000,PR,Multiple Lessees,40.955
133675,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,93,10,SE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,80.000000000000000,PR,MARATHON OIL COMPANY,160.976
133679,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,12,NW4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,160.786
133684,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,12,NE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,160.901
133686,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,90,1,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,8.000000000000000,PR,Multiple Lessees,159.219
133735,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,1,"S2NW4, LOTS 3,4",COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",79.849999999999994,AC,"THE TRIPLE T, INC.",160.261
133756,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,87,6,"S2NW4, LOTS 3,4",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",79.930000000000007,AC,"THE TRIPLE T, INC.",161.167
